policy_number,client_name,client_type,carrier_name,category,sub_category,issue_date,expiry_date,premium_amount,policy_status,distribution_channel,region,claim_amount,claim_status,commission_earned
POL-44249221,Ramachandran PLC,Corporate/B2B,Bajaj Allianz,Health,Group Medi,2025-11-10,2026-08-23,29902.33,Active,Broker,West Bengal,0.0,No Claim,3917.21
POL-87901210,Ramachandran PLC,Corporate/B2B,HDFC ERGO,Home,Theft,2024-11-27,2025-10-15,18938.87,Expired,Agency,West Bengal,0.0,No Claim,3105.97
POL-35406436,Bedi Inc,Corporate/B2B,TATA AIG,Health,Group Medi,2025-10-19,2025-11-11,42486.74,Expired,Direct,Uttar Pradesh,0.0,No Claim,7137.77
POL-61537474,Bedi Inc,Corporate/B2B,Bajaj Allianz,Travel,Overseas,2024-06-26,2024-07-27,16265.3,Cancelled,Broker,Uttar Pradesh,0.0,No Claim,1903.04
POL-16805437,"Luthra, Nayar and Agate",Corporate/B2B,New India Assurance,Health,Individual,2025-12-28,2026-07-09,39611.86,Renewed,Online,Uttar Pradesh,15195.87,Rejected,3921.57
POL-22850540,"Luthra, Nayar and Agate",Corporate/B2B,Bajaj Allianz,Motor,2W,2026-05-24,2026-11-08,49010.5,Expired,Direct,Uttar Pradesh,0.0,No Claim,5195.11
POL-92546348,"Luthra, Nayar and Agate",Corporate/B2B,TATA AIG,Health,Group Medi,2025-06-07,2025-10-26,47465.42,Renewed,Agency,Uttar Pradesh,0.0,No Claim,6170.5
POL-18327430,Chasmum Kannan,Individual/B2C,HDFC ERGO,Health,Individual,2025-11-23,2026-07-30,23268.11,Renewed,Online,Maharashtra,0.0,No Claim,3699.63
POL-76936962,Chasmum Kannan,Individual/B2C,HDFC ERGO,Motor,4W,2025-11-09,2026-06-17,19361.34,Renewed,Online,Maharashtra,0.0,No Claim,1974.86
POL-1947608,Chasmum Kannan,Individual/B2C,HDFC ERGO,Health,Group Medi,2024-07-15,2024-08-14,12086.02,Expired,Broker,Maharashtra,0.0,No Claim,1329.46
POL-70036049,Eiravati Choudhary,Individual/B2C,Bajaj Allianz,Health,Individual,2025-11-24,2025-11-28,37703.32,Cancelled,Online,Tamil Nadu,0.0,No Claim,3053.97
POL-79978384,Patrick Murty,Individual/B2C,Bajaj Allianz,Home,Theft,2024-11-12,2024-12-03,33439.06,Cancelled,Direct,Delhi,0.0,No Claim,5082.74
POL-43822639,Patrick Murty,Individual/B2C,United India,Health,Group Medi,2024-10-20,2024-12-09,21760.08,Expired,Direct,Delhi,0.0,No Claim,2415.37
POL-82127174,Zayyan Pandey,Individual/B2C,United India,Motor,CV,2025-05-24,2025-06-06,28576.63,Renewed,Agency,Karnataka,0.0,No Claim,2800.51
POL-19341755,Zayyan Pandey,Individual/B2C,TATA AIG,Home,Damage,2024-10-02,2024-11-03,37025.06,Expired,Online,Karnataka,0.0,No Claim,5183.51
POL-4794741,Zayyan Pandey,Individual/B2C,TATA AIG,Home,Theft,2025-09-09,2026-07-28,11534.65,Cancelled,Agency,Karnataka,0.0,No Claim,1949.36
POL-5800831,Rama-Basak,Corporate/B2B,TATA AIG,Travel,Flight,2024-08-08,2025-02-13,36866.75,Active,Agency,Tamil Nadu,0.0,No Claim,5419.41
POL-98516201,Rama-Basak,Corporate/B2B,HDFC ERGO,Home,Damage,2026-06-13,2027-04-08,38603.21,Cancelled,Broker,Tamil Nadu,5282.02,Settled,5095.62
POL-94334737,Rama-Basak,Corporate/B2B,Bajaj Allianz,Motor,2W,2025-07-07,2025-11-30,36592.61,Active,Online,Tamil Nadu,0.0,No Claim,6513.48
POL-1803685,Varma-Johal,Corporate/B2B,TATA AIG,Health,Individual,2026-03-25,2026-04-19,34789.23,Active,Direct,Tamil Nadu,0.0,No Claim,4348.65
POL-5835082,Sura Ltd,Corporate/B2B,United India,Motor,4W,2026-04-11,2026-06-13,6393.56,Active,Direct,Karnataka,0.0,No Claim,556.24
POL-38304438,Sura Ltd,Corporate/B2B,ICICI Lombard,Home,Theft,2026-04-09,2026-09-02,16616.74,Active,Direct,Karnataka,0.0,No Claim,2575.59
POL-32030436,Sura Ltd,Corporate/B2B,United India,Health,Group Medi,2025-11-12,2026-02-26,21982.06,Active,Direct,Karnataka,0.0,No Claim,3758.93
POL-85375400,Sura Ltd,Corporate/B2B,New India Assurance,Health,Individual,2025-01-21,2025-01-26,49354.88,Cancelled,Agency,Karnataka,0.0,No Claim,6810.97
POL-76857132,"Mand, Khosla and Koshy",Corporate/B2B,Bajaj Allianz,Motor,2W,2026-03-08,2026-04-18,36636.26,Renewed,Broker,Maharashtra,0.0,No Claim,3480.44
POL-91312341,"Mand, Khosla and Koshy",Corporate/B2B,Bajaj Allianz,Health,Group Medi,2024-10-09,2024-10-13,8186.5,Active,Direct,Maharashtra,0.0,No Claim,728.6
POL-42159659,"Gokhale, Tara and Dyal",Corporate/B2B,TATA AIG,Health,Group Medi,2024-10-07,2025-03-04,38648.25,Active,Direct,Gujarat,0.0,No Claim,6840.74
POL-42362614,"Gokhale, Tara and Dyal",Corporate/B2B,United India,Motor,2W,2025-02-22,2025-11-04,42405.13,Expired,Agency,Gujarat,0.0,No Claim,4622.16
POL-24822686,"Gokhale, Tara and Dyal",Corporate/B2B,Bajaj Allianz,Motor,CV,2024-11-23,2025-06-30,42103.45,Renewed,Broker,Gujarat,0.0,No Claim,4168.24
POL-99956877,Advay Bala,Individual/B2C,New India Assurance,Home,Damage,2024-12-21,2025-11-17,28904.62,Cancelled,Direct,Maharashtra,0.0,No Claim,3670.89
POL-89969306,Advay Bala,Individual/B2C,New India Assurance,Health,Group Medi,2026-05-06,2026-11-23,26540.52,Cancelled,Direct,Maharashtra,0.0,No Claim,3184.86
POL-66370495,Frado Som,Individual/B2C,New India Assurance,Health,Group Medi,2025-12-20,2025-12-21,38866.75,Cancelled,Online,Uttar Pradesh,30356.2,Rejected,4042.14
POL-66514225,Harsh Munshi,Individual/B2C,New India Assurance,Motor,2W,2025-11-03,2025-12-22,28456.99,Cancelled,Online,Gujarat,0.0,No Claim,3329.47
POL-47674728,Harsh Munshi,Individual/B2C,Bajaj Allianz,Health,Individual,2024-10-10,2024-11-07,49540.76,Expired,Online,Gujarat,0.0,No Claim,4904.54
POL-85512048,Meghana Ramesh,Individual/B2C,New India Assurance,Motor,4W,2025-04-14,2025-10-03,5942.44,Renewed,Agency,Delhi,0.0,No Claim,582.36
POL-74157384,William Mani,Individual/B2C,United India,Motor,2W,2025-10-01,2026-03-27,14455.6,Renewed,Agency,Maharashtra,0.0,No Claim,1358.83
POL-1927319,Ekantika Mittal,Individual/B2C,United India,Home,Theft,2024-10-14,2025-06-08,29602.12,Renewed,Broker,Uttar Pradesh,0.0,No Claim,4825.15
POL-20179597,Jhalak Lall,Individual/B2C,ICICI Lombard,Motor,2W,2025-07-08,2026-04-08,36196.39,Expired,Agency,Gujarat,0.0,No Claim,5429.46
POL-29251053,Jhalak Lall,Individual/B2C,TATA AIG,Home,Theft,2025-04-11,2025-11-05,48328.24,Active,Online,Gujarat,0.0,No Claim,7684.19
POL-5460123,Maanas Narayanan,Individual/B2C,United India,Health,Group Medi,2026-01-22,2026-03-12,5228.58,Cancelled,Agency,West Bengal,20626.6,Approved,564.69
POL-35088284,Maanas Narayanan,Individual/B2C,Bajaj Allianz,Motor,2W,2024-08-13,2025-01-06,37255.13,Expired,Direct,West Bengal,0.0,No Claim,3427.47
POL-11024506,Maanas Narayanan,Individual/B2C,TATA AIG,Home,Theft,2025-04-01,2025-10-07,36180.75,Renewed,Online,West Bengal,0.0,No Claim,6512.53
POL-77988730,Siya Tella,Individual/B2C,United India,Home,Theft,2025-10-24,2026-06-01,29491.5,Expired,Agency,Tamil Nadu,36853.46,Under Review,2565.76
POL-48264850,Siya Tella,Individual/B2C,ICICI Lombard,Motor,CV,2025-10-12,2026-04-19,22378.45,Expired,Agency,Tamil Nadu,0.0,No Claim,3401.52
POL-91838247,Sahni Inc,Corporate/B2B,Bajaj Allianz,Travel,Overseas,2024-12-21,2025-10-27,20675.01,Expired,Direct,Uttar Pradesh,0.0,No Claim,3432.05
POL-81521128,Sahni Inc,Corporate/B2B,New India Assurance,Motor,2W,2024-10-24,2025-06-07,5075.92,Renewed,Broker,Uttar Pradesh,0.0,No Claim,431.45
POL-15822818,Balvan Sekhon,Individual/B2C,United India,Travel,Overseas,2025-07-22,2026-07-12,14057.44,Renewed,Direct,West Bengal,0.0,No Claim,1602.55
POL-11314155,Balvan Sekhon,Individual/B2C,ICICI Lombard,Home,Theft,2025-11-04,2026-03-22,8743.69,Active,Online,West Bengal,0.0,No Claim,1337.78
POL-76870205,Balvan Sekhon,Individual/B2C,Bajaj Allianz,Motor,4W,2024-12-31,2025-07-22,7858.32,Active,Broker,West Bengal,32462.15,Rejected,1312.34
POL-85280033,Balvan Sekhon,Individual/B2C,United India,Travel,Overseas,2024-09-19,2025-02-14,6392.73,Active,Direct,West Bengal,0.0,No Claim,811.88
POL-95225362,Balvan Sekhon,Individual/B2C,Bajaj Allianz,Motor,2W,2026-01-28,2026-05-30,43149.27,Active,Direct,West Bengal,0.0,No Claim,7421.67
POL-3358186,Shere LLC,Corporate/B2B,New India Assurance,Health,Individual,2024-06-28,2024-11-24,20882.76,Cancelled,Online,Uttar Pradesh,0.0,No Claim,1962.98
POL-89910955,Shere LLC,Corporate/B2B,New India Assurance,Motor,4W,2024-10-05,2025-03-18,16507.36,Expired,Agency,Uttar Pradesh,0.0,No Claim,2822.76
POL-67888610,Aarini Lata,Individual/B2C,Bajaj Allianz,Motor,2W,2024-12-13,2025-02-17,16274.32,Active,Online,Uttar Pradesh,0.0,No Claim,2197.03
POL-1234882,Aarini Lata,Individual/B2C,New India Assurance,Health,Individual,2025-09-29,2026-01-25,7337.7,Active,Online,Uttar Pradesh,0.0,No Claim,1196.05
POL-81450339,Aarini Lata,Individual/B2C,New India Assurance,Motor,2W,2025-10-26,2025-11-11,35779.86,Active,Online,Uttar Pradesh,0.0,No Claim,3255.97
POL-66853154,Anjali Sachdev,Individual/B2C,United India,Home,Theft,2025-05-02,2026-04-07,24279.97,Cancelled,Direct,Gujarat,0.0,No Claim,4079.03
POL-35230566,Anjali Sachdev,Individual/B2C,New India Assurance,Health,Group Medi,2026-05-21,2026-10-27,10366.46,Renewed,Direct,Gujarat,0.0,No Claim,1596.43
POL-1056853,Anjali Sachdev,Individual/B2C,HDFC ERGO,Motor,CV,2024-12-23,2025-05-24,16886.55,Active,Direct,Gujarat,0.0,No Claim,1840.63
POL-42861267,Vohra-Oza,Corporate/B2B,Bajaj Allianz,Travel,Overseas,2025-06-29,2025-09-28,25453.82,Expired,Broker,Delhi,0.0,No Claim,2138.12
POL-62042484,Vohra-Oza,Corporate/B2B,New India Assurance,Travel,Overseas,2024-12-12,2025-01-21,45179.36,Renewed,Broker,Delhi,0.0,No Claim,6957.62
POL-95361239,"Ben, Jha and Saxena",Corporate/B2B,ICICI Lombard,Travel,Flight,2025-03-22,2026-03-16,37737.87,Active,Online,Gujarat,39124.31,Registered,3132.24
POL-88875208,"Ben, Jha and Saxena",Corporate/B2B,ICICI Lombard,Health,Individual,2025-11-04,2026-07-28,27143.62,Renewed,Online,Gujarat,0.0,No Claim,4885.85
POL-96451905,Ishaan Ratti,Individual/B2C,ICICI Lombard,Travel,Overseas,2025-09-08,2026-02-09,47397.35,Renewed,Agency,Delhi,0.0,No Claim,6351.24
POL-5994222,Edhitha Gill,Individual/B2C,New India Assurance,Travel,Overseas,2025-03-07,2026-03-04,23469.8,Expired,Online,Tamil Nadu,34949.07,Approved,2440.86
POL-65992627,Edhitha Gill,Individual/B2C,United India,Motor,CV,2026-05-27,2026-09-28,10296.21,Renewed,Agency,Tamil Nadu,17103.99,Settled,895.77
POL-11426030,Rai Group,Corporate/B2B,United India,Home,Theft,2024-09-07,2025-08-17,16577.74,Cancelled,Online,Gujarat,0.0,No Claim,2237.99
